0.5,0.397,0.314,0.242,0.183,0.091,0.078,0.068,0.061,0.058,0.12,0.133,0.166,0.184,0.187,2
0.48,0.367,0.274,0.204,0.137,0.068,0.057,0.047,0.041,0.036,0.151,0.171,0.226,0.263,0.289,2
0.487,0.371,0.263,0.182,0.131,0.068,0.056,0.047,0.04,0.035,0.149,0.171,0.233,0.283,0.313,2
0.523,0.389,0.272,0.179,0.104,0.064,0.052,0.042,0.034,0.029,0.149,0.174,0.24,0.29,0.324,2
0.463,0.333,0.229,0.163,0.124,0.06,0.048,0.039,0.032,0.029,0.167,0.194,0.265,0.312,0.339,2
0.491,0.365,0.255,0.163,0.099,0.062,0.05,0.041,0.034,0.029,0.18,0.207,0.283,0.339,0.373,2
0.442,0.321,0.226,0.166,0.128,0.061,0.05,0.042,0.037,0.034,0.182,0.211,0.289,0.341,0.368,2
0.477,0.359,0.263,0.188,0.13,0.057,0.047,0.039,0.034,0.03,0.162,0.186,0.242,0.284,0.315,2
0.409,0.28,0.189,0.127,0.086,0.053,0.042,0.034,0.029,0.026,0.205,0.236,0.317,0.37,0.403,2
0.478,0.362,0.269,0.194,0.149,0.078,0.065,0.054,0.047,0.042,0.129,0.148,0.195,0.223,0.235,2
0.556,0.447,0.353,0.272,0.211,0.088,0.074,0.064,0.055,0.049,0.107,0.122,0.158,0.179,0.193,2
0.434,0.319,0.235,0.179,0.138,0.064,0.052,0.044,0.039,0.035,0.151,0.173,0.225,0.252,0.261,2
0.452,0.326,0.226,0.154,0.105,0.069,0.056,0.047,0.041,0.038,0.155,0.179,0.238,0.27,0.281,2
0.39,0.269,0.181,0.12,0.093,0.054,0.043,0.035,0.03,0.027,0.202,0.233,0.315,0.363,0.373,2
0.414,0.31,0.243,0.201,0.17,0.078,0.065,0.058,0.053,0.05,0.118,0.134,0.168,0.182,0.185,2
0.55,0.453,0.373,0.299,0.232,0.107,0.093,0.082,0.073,0.066,0.08,0.089,0.112,0.125,0.129,2
0.518,0.399,0.306,0.255,0.217,0.115,0.096,0.083,0.077,0.074,0.082,0.093,0.116,0.124,0.124,2
0.433,0.314,0.226,0.159,0.111,0.062,0.05,0.042,0.036,0.032,0.177,0.204,0.272,0.317,0.344,2
0.485,0.359,0.259,0.191,0.148,0.086,0.07,0.058,0.051,0.047,0.105,0.12,0.155,0.172,0.178,2
0.488,0.356,0.269,0.19,0.127,0.056,0.045,0.039,0.034,0.03,0.162,0.187,0.251,0.293,0.314,2
0.49,0.369,0.279,0.216,0.178,0.079,0.064,0.055,0.048,0.043,0.109,0.125,0.164,0.186,0.195,2
0.454,0.346,0.269,0.221,0.189,0.08,0.066,0.057,0.052,0.05,0.112,0.126,0.159,0.173,0.173,2
0.473,0.363,0.289,0.237,0.204,0.069,0.058,0.051,0.047,0.044,0.12,0.137,0.175,0.199,0.208,2
0.355,0.242,0.174,0.129,0.093,0.051,0.041,0.034,0.03,0.027,0.205,0.236,0.305,0.341,0.354,2
0.399,0.277,0.197,0.151,0.106,0.06,0.048,0.04,0.035,0.031,0.172,0.2,0.268,0.307,0.329,2
0.443,0.322,0.241,0.176,0.14,0.068,0.055,0.047,0.041,0.037,0.16,0.184,0.238,0.271,0.289,2
0.567,0.464,0.371,0.301,0.248,0.115,0.098,0.085,0.075,0.07,0.062,0.07,0.089,0.101,0.11,2
0.505,0.386,0.282,0.209,0.152,0.087,0.072,0.06,0.052,0.048,0.106,0.123,0.166,0.189,0.193,2
0.448,0.343,0.259,0.203,0.163,0.077,0.064,0.055,0.049,0.045,0.115,0.13,0.168,0.189,0.196,2
0.439,0.31,0.213,0.138,0.087,0.054,0.044,0.036,0.03,0.026,0.179,0.207,0.284,0.34,0.369,2
0.458,0.344,0.251,0.183,0.145,0.065,0.053,0.045,0.038,0.035,0.142,0.162,0.216,0.254,0.274,2
0.382,0.268,0.188,0.142,0.105,0.061,0.049,0.041,0.036,0.034,0.168,0.194,0.252,0.281,0.286,2
0.478,0.361,0.268,0.196,0.147,0.074,0.061,0.051,0.044,0.04,0.13,0.148,0.194,0.223,0.239,2
0.407,0.293,0.207,0.143,0.086,0.045,0.037,0.032,0.028,0.025,0.208,0.241,0.327,0.388,0.429,3
0.521,0.4,0.294,0.206,0.135,0.067,0.056,0.047,0.04,0.036,0.146,0.166,0.222,0.262,0.287,3
0.512,0.389,0.284,0.198,0.117,0.062,0.052,0.044,0.038,0.033,0.174,0.197,0.26,0.301,0.329,3
0.439,0.316,0.223,0.156,0.12,0.063,0.051,0.042,0.036,0.032,0.163,0.187,0.256,0.303,0.323,3
0.476,0.368,0.273,0.197,0.134,0.075,0.062,0.053,0.045,0.041,0.139,0.157,0.201,0.229,0.242,3
0.533,0.402,0.285,0.198,0.134,0.054,0.044,0.036,0.03,0.026,0.17,0.198,0.282,0.349,0.399,3
0.41,0.275,0.18,0.123,0.088,0.057,0.044,0.035,0.03,0.028,0.189,0.222,0.307,0.352,0.362,3
0.53,0.397,0.284,0.195,0.134,0.073,0.059,0.05,0.043,0.038,0.158,0.183,0.253,0.308,0.347,3
0.412,0.284,0.189,0.129,0.085,0.047,0.038,0.031,0.027,0.023,0.266,0.301,0.394,0.454,0.487,3
0.441,0.316,0.212,0.129,0.076,0.049,0.039,0.031,0.025,0.022,0.203,0.236,0.331,0.407,0.458,3
0.564,0.432,0.308,0.221,0.167,0.088,0.072,0.058,0.049,0.043,0.11,0.128,0.18,0.218,0.242,3
0.57,0.469,0.376,0.281,0.208,0.089,0.077,0.067,0.058,0.052,0.099,0.112,0.144,0.166,0.176,3
0.571,0.42,0.283,0.183,0.12,0.077,0.062,0.049,0.04,0.036,0.144,0.167,0.232,0.276,0.298,3
0.491,0.378,0.263,0.171,0.117,0.066,0.055,0.045,0.035,0.03,0.147,0.17,0.237,0.296,0.333,3
0.488,0.351,0.239,0.156,0.096,0.053,0.043,0.035,0.03,0.026,0.183,0.21,0.287,0.338,0.377,3
0.571,0.443,0.327,0.22,0.143,0.07,0.058,0.048,0.041,0.037,0.128,0.147,0.199,0.231,0.249,3
0.488,0.367,0.269,0.184,0.111,0.053,0.044,0.038,0.032,0.029,0.197,0.223,0.29,0.336,0.362,3
0.522,0.408,0.305,0.227,0.168,0.083,0.069,0.058,0.049,0.043,0.102,0.117,0.16,0.192,0.212,3
0.418,0.294,0.205,0.137,0.09,0.043,0.034,0.028,0.024,0.022,0.223,0.258,0.354,0.426,0.467,3
0.459,0.316,0.203,0.12,0.076,0.043,0.034,0.027,0.022,0.02,0.237,0.276,0.382,0.457,0.493,3
0.516,0.39,0.28,0.188,0.141,0.07,0.058,0.047,0.039,0.034,0.122,0.14,0.191,0.23,0.262,3
0.442,0.328,0.236,0.173,0.128,0.055,0.046,0.038,0.033,0.029,0.177,0.202,0.268,0.318,0.354,3
0.546,0.418,0.296,0.198,0.131,0.076,0.063,0.051,0.043,0.038,0.125,0.147,0.209,0.263,0.298,3
0.51,0.372,0.255,0.168,0.106,0.066,0.053,0.044,0.037,0.033,0.156,0.18,0.246,0.295,0.328,3
0.503,0.38,0.271,0.19,0.122,0.068,0.056,0.045,0.037,0.031,0.136,0.157,0.215,0.257,0.285,3
